gender,age,scr_1_ownshp,new_used,freq_use,use_si,brand_1,no_brcon,cntrl_decisyn,wom_true_1,qd_pf1_1,qd_pf10_1,qd_pf2_1,qd_pf4_1,qd_pf8_1,qd_ft2_1,qd_ft3_1,qd_ft4_1,qd_ft6_1,qd_as1_1,qd_as2_1,qd_as3_1,qd_as5_1,serv_used_1,qd_sr4_1,qd_sr5_1,qd_sr6_1,qd_sr2_1,qd_rd1_1,qd_rd2_1,qd_rd3_1,qd_rd5_1,qd_rd6_1,qd_rd7_1,qd_rd8_1,qd_eu2_1,qd_eu3_1,qd_eu4_1,qd_eu5_1,qd_mt2_1,qd_mt3_1,qd_mt4_1,qd_mt5_1,qd_fo_perf_1,qd_fo_feat_1,qd_fo_relib_1,qd_fo_serv_1,qd_fo_durb_1,qd_fo_aesth_1,qd_fo_ergo_1,qd_fo_conf_1,qd_fo_img_1,qd_fo_dist_1,sat1_1,sat2_1,sat3_1,wtp1_1,wtp2_1,wtp3_1,bc1_1,bc2_1,ri1_1,ri2_1,bc4_1,bc3_1,loy1_1,loy2_1,loy3_1,wom2_1,wom3_1,ci1_1,ci2_1,ci3_1,ci4_1,ci5_1,m_sym1_1,m_sym2_1,m_sym3_1,be1_1,be2_1,be3_1,be4_1,defCount_1,edu,income,acsi1_1,acsi2_1,acsi3_1,wtp1_4,wtp2_4,wtp3_4,ri1_4,ri2_4,true_Rep,PricePay
2,5,1,1,1,3,2,1,1,3,5,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,6,6,7,6,7,6,6,7,7,6,7,7,7,4,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,5,6,6,1,4,4,10,10,10,6,6,6,6,6,999,999
2,6,1,1,2,7,8,1,1,1,4,4,4,4,5,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,6,4,4,6,6,6,6,6,6,4,7,7,7,4,4,2,1,4,4,4,5,4,4,4,4,4,4,4,4,4,6,4,1,2,2,3,4,4,6,4,2,7,9,9,6,5,4,3,4,4,999,999
1,4,1,1,1,4,20,2,1,3,4,4,4,3,4,3,4,3,4,3,3,3,3,1,5,5,5,5,3,3,4,3,4,4,4,3,2,3,3,4,4,4,4,5,5,5,6,6,4,6,5,4,4,5,5,5,4,5,4,4,4,4,4,5,5,6,4,3,6,4,4,5,4,5,4,2,3,1,5,6,5,4,6,4,6,8,7,5,4,3,4,3,4,999,999
1,5,1,1,2,3,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,4,4,7,6,7,7,7,7,7,7,7,7,7,7,7,5,5,6,4,6,7,7,4,4,7,7,7,6,6,6,6,4,7,4,5,4,4,5,6,6,5,1,2,5,10,10,10,6,6,6,7,7,999,999
2,6,1,1,2,4,2,1,1,3,5,5,5,5,5,4,4,4,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,7,4,7,7,7,7,7,6,7,2,7,7,7,1,1,1,4,6,4,4,5,5,5,4,4,5,5,5,5,5,5,4,3,4,4,5,3,4,6,1,1,7,9,9,10,3,3,3,4,5,999,999
1,6,1,1,2,5,7,1,5,2,4,5,4,4,5,4,4,4,4,5,4,4,5,1,4,4,4,4,3,4,3,3,4,3,4,5,5,5,4,3,3,4,4,6,4,5,6,6,6,5,6,7,7,6,7,7,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,5,6,6,4,5,4,6,6,6,7,4,2,7,8,9,5,6,6,6,6,6,999,999
2,6,1,1,2,2,17,2,3,1,4,4,4,4,5,4,3,3,5,3,3,3,3,2,4,4,4,4,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,5,4,2,4,6,4,4,6,4,2,5,3,3,3,3,3,2,2,4,4,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,1,4,6,6,10,3,4,4,4,4,999,999
2,5,1,1,2,2,19,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,7,6,6,2,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,4,4,6,6,6,7,6,7,6,6,7,6,5,6,6,6,6,6,6,1,2,4,9,9,10,6,5,6,6,6,999,999
1,5,1,1,2,7,4,1,1,3,5,5,5,4,5,4,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,3,4,4,5,6,5,6,6,7,7,6,6,7,6,7,7,7,7,6,6,7,6,7,7,6,6,6,7,5,5,6,7,6,6,6,6,5,4,4,5,7,6,6,1,2,3,9,9,10,6,6,6,7,7,999,999
2,4,1,1,2,7,4,1,4,3,5,5,4,4,5,3,3,3,4,5,5,5,5,1,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5,7,5,6,6,7,6,6,7,6,6,7,7,7,3,3,3,3,3,4,4,4,5,4,5,3,7,5,3,6,4,6,3,1,1,1,6,6,6,7,7,1,3,10,10,8,5,6,4,5,5,999,999
1,3,1,1,1,7,2,2,3,3,3,4,5,4,4,3,3,3,3,4,5,5,5,1,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,4,4,4,5,6,4,6,4,6,6,5,3,6,5,6,7,6,5,5,6,6,6,6,5,4,5,5,5,4,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,2,1,9,8,4,5,4,6,5,5,999,999
2,6,1,1,2,7,3,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,5,5,4,4,5,4,5,5,5,5,5,5,7,4,6,7,7,7,6,7,7,6,7,7,7,4,6,5,6,6,7,7,7,7,7,7,7,6,4,6,6,6,6,7,4,4,4,7,7,7,7,3,1,3,10,10,10,4,6,5,6,6,999,999
2,6,1,1,1,7,8,2,1,2,4,3,3,3,4,3,3,3,3,4,4,3,3,1,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,6,3,4,4,6,5,5,6,4,4,6,5,6,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,6,4,1,3,1,1,3,3,5,5,2,2,7,9,8,4,4,3,4,5,999,999
2,6,1,1,2,3,17,2,1,2,5,5,5,5,5,4,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,4,4,3,4,5,3,4,4,4,7,6,7,6,7,7,6,6,7,6,7,7,7,7,7,5,7,7,7,7,4,4,7,7,6,5,5,5,7,4,7,6,3,1,1,5,7,7,5,1,1,2,9,10,10,5,6,5,7,7,999,999
2,6,1,1,2,4,2,1,1,1,5,4,4,4,5,3,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,5,3,4,3,3,6,4,6,4,6,6,4,6,5,5,6,6,7,3,3,3,5,6,5,4,4,4,5,4,4,5,3,5,6,4,6,5,5,3,2,5,4,4,6,1,3,3,9,9,9,4,4,3,5,5,999,999
2,4,1,1,2,4,17,2,5,3,5,5,5,5,5,4,4,5,4,4,4,5,4,1,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,7,4,7,7,6,6,4,6,6,5,7,7,7,3,4,4,4,4,5,4,5,5,4,4,4,5,5,4,5,4,5,4,5,5,5,4,5,4,4,1,2,5,10,9,10,4,3,4,5,7,999,999
1,6,1,1,3,7,19,2,1,2,4,4,4,4,5,4,3,4,4,4,4,4,4,1,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,6,6,4,5,4,5,5,5,5,2,2,6,9,9,8,5,5,5,6,5,999,999
2,5,1,1,1,3,3,2,3,3,5,5,5,4,5,4,4,3,5,4,4,5,5,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,7,6,7,7,7,7,6,4,6,7,7,7,7,6,5,6,7,7,7,7,7,7,7,7,5,7,7,7,7,4,7,7,5,4,4,7,7,7,7,1,2,6,10,10,10,3,5,6,7,7,999,999
1,6,1,1,1,3,20,1,1,3,5,5,5,5,5,5,5,5,5,4,4,5,5,2,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,5,5,5,6,4,6,6,7,6,5,6,6,6,7,7,7,7,3,5,3,6,5,3,3,5,4,4,4,5,4,5,6,4,5,4,5,4,5,4,4,4,4,1,5,2,10,10,10,5,5,4,5,5,999,999
1,6,1,1,2,7,3,1,5,3,5,5,5,5,5,4,3,4,4,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,7,5,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,6,6,7,7,7,7,7,5,5,7,7,6,6,7,1,3,4,10,9,10,5,6,4,4,3,999,999
1,6,1,1,2,7,1,2,2,2,5,5,5,5,5,4,4,4,4,5,5,5,5,2,5,5,3,5,5,5,5,4,5,4,5,4,4,5,5,3,4,4,3,7,5,7,6,7,7,6,4,7,7,7,7,7,4,4,3,4,5,4,4,6,4,4,4,3,4,4,6,7,7,6,6,3,3,4,6,4,4,5,2,3,5,9,10,9,3,3,3,4,4,999,999
2,6,1,1,2,7,14,1,1,3,4,4,4,4,4,3,3,3,4,4,4,5,5,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,7,6,6,7,7,7,6,7,7,5,7,7,7,5,6,5,5,6,6,6,6,5,5,6,6,6,6,6,6,6,7,7,5,5,5,6,6,6,6,1,2,3,9,9,8,4,5,4,5,5,999,999
2,6,1,1,2,3,19,1,1,2,5,5,4,4,5,5,4,4,5,5,5,5,5,1,5,5,5,5,4,1,4,4,4,4,4,5,5,5,5,3,5,4,5,7,6,6,7,7,6,6,6,6,6,7,7,7,4,5,4,6,6,4,4,6,4,6,5,5,7,6,6,7,7,7,7,4,5,5,5,6,7,6,2,3,5,10,10,10,5,5,5,6,7,999,999
1,6,1,1,1,7,7,2,1,3,5,5,5,5,4,4,4,4,4,5,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,7,6,6,6,7,6,4,7,6,7,6,6,6,4,5,4,6,6,4,4,6,5,5,5,5,6,5,5,6,4,5,5,6,6,6,6,6,6,6,1,1,3,9,9,2,4,5,5,5,6,999,999
2,4,1,1,3,7,15,2,2,3,4,4,3,3,5,4,4,4,4,5,5,5,4,1,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,5,5,5,6,5,6,4,6,7,5,6,7,7,6,6,6,3,3,3,3,3,4,4,4,3,2,3,2,5,4,3,4,2,5,3,4,5,5,5,5,5,5,1,2,6,8,7,3,4,4,4,4,4,999,999
2,5,1,1,1,7,2,3,2,3,5,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,4,3,4,5,5,3,5,4,5,7,4,7,6,7,7,7,7,6,4,7,7,7,6,5,5,7,6,6,6,7,7,6,6,5,7,7,6,7,6,7,7,2,3,4,6,6,6,7,1,2,4,10,10,10,5,5,5,6,5,999,999
2,6,1,1,2,3,3,2,1,2,4,4,4,4,5,4,4,3,4,5,5,5,5,2,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,4,4,4,6,5,7,6,6,6,5,4,5,6,6,7,7,4,4,4,4,5,4,5,3,4,4,5,3,5,5,4,4,5,5,3,5,4,5,5,4,4,4,2,4,4,9,9,10,2,4,3,4,4,999,999
1,6,1,1,1,4,14,2,1,2,5,5,5,4,5,4,3,4,5,5,5,5,5,1,5,4,4,5,5,5,5,3,3,3,3,4,5,5,5,3,5,4,5,6,5,7,7,6,6,6,6,5,5,7,7,7,6,4,5,4,6,5,5,4,4,5,4,4,5,5,5,6,4,5,5,4,4,4,5,5,4,5,2,3,6,10,10,10,4,4,4,5,4,999,999
1,4,1,1,1,3,19,1,2,1,4,4,3,3,4,2,3,3,3,3,3,4,4,1,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,4,6,5,5,5,6,6,6,5,6,6,6,6,6,6,5,5,5,5,5,6,6,5,6,6,5,6,5,5,6,5,5,5,4,4,4,5,5,5,5,2,2,2,8,7,7,5,5,5,6,5,999,999
1,5,1,1,1,7,2,1,2,3,4,4,4,4,4,5,4,3,5,3,3,3,3,1,4,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,7,4,7,6,7,4,6,6,5,4,7,7,7,5,4,6,3,3,4,4,4,3,4,4,4,6,6,3,4,4,4,3,4,4,4,3,4,3,4,1,3,4,10,10,10,4,4,5,4,5,999,999
2,5,1,1,1,7,10,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,6,7,5,5,6,6,5,6,5,5,6,6,6,6,6,6,5,5,6,5,6,4,6,1,2,6,10,10,10,6,4,6,6,6,999,999
1,6,1,1,2,3,18,2,2,1,5,5,5,5,5,3,3,3,5,4,4,4,4,2,4,4,4,4,5,5,5,4,4,4,4,3,3,3,4,3,3,3,3,6,5,6,6,6,4,3,5,4,4,6,6,6,4,4,4,2,3,4,4,6,4,2,4,2,3,3,2,4,3,4,2,4,4,4,2,2,2,2,2,3,5,7,8,9,2,4,3,4,4,999,999
1,3,1,1,1,7,14,1,1,3,5,5,5,5,5,3,4,3,3,4,3,4,4,2,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,6,5,5,5,6,5,5,6,6,4,6,6,6,5,4,4,5,5,6,4,5,5,5,4,5,6,5,6,5,5,5,6,4,1,1,4,4,4,4,999,999,999,7,9,8,3,4,3,3,5,999,999
1,6,1,1,2,7,9,2,1,3,5,4,5,5,5,4,4,3,4,5,4,5,4,2,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,6,3,6,4,6,6,6,6,6,6,6,5,6,6,4,5,5,6,5,4,5,6,4,5,2,4,2,6,6,5,6,6,6,6,6,5,4,3,6,6,3,6,7,7,7,7,4,6,5,5,999,999
1,6,1,1,2,4,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,4,4,3,4,7,7,6,6,6,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,6,6,7,6,6,7,4,5,5,6,7,6,5,1,2,5,9,9,1,7,7,7,7,7,999,999
2,4,1,1,1,5,9,2,5,1,3,4,4,5,4,5,4,3,5,4,5,5,4,2,4,3,3,5,4,4,4,4,4,4,4,2,2,4,5,3,4,3,5,6,4,5,5,5,6,5,4,6,6,5,5,6,7,1,5,3,2,1,2,4,4,2,2,2,2,2,4,4,4,4,5,6,6,5,4,4,6,4,4,2,6,8,8,6,3,2,3,1,3,999,999
1,6,1,1,2,7,3,2,1,2,5,5,3,4,5,4,3,3,5,4,4,5,5,1,5,4,4,4,4,3,4,3,5,4,5,5,4,5,5,3,4,5,4,7,3,6,5,7,5,5,6,6,4,7,7,7,5,4,5,6,6,4,4,5,5,6,5,3,5,4,6,5,4,6,6,3,2,2,4,5,5,6,3,2,6,9,10,9,5,4,4,4,4,999,999
2,5,1,1,1,7,8,1,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,4,4,5,4,5,4,4,4,4,5,5,3,3,3,4,4,4,4,3,1,2,7,6,8,3,4,3,4,4,999,999
1,5,1,1,2,5,2,2,5,3,4,5,4,4,5,3,3,3,5,3,3,5,4,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,7,6,7,5,7,5,6,7,7,7,7,7,7,5,6,5,5,5,5,4,6,4,5,5,5,7,7,6,5,6,6,5,5,6,5,4,4,4,4,1,4,6,10,10,10,5,5,5,5,5,999,999
1,6,1,1,2,7,3,1,1,3,5,5,5,4,5,4,4,4,5,5,5,5,5,1,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,7,3,6,7,7,7,4,6,7,6,7,7,7,3,3,3,5,5,4,4,5,5,4,3,2,5,5,5,5,6,6,5,5,5,5,5,3,5,5,2,3,2,10,10,8,4,3,6,4,4,999,999
2,6,1,1,1,4,20,1,1,2,4,4,4,4,5,4,4,4,4,4,4,4,4,1,5,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,5,4,6,5,4,5,5,4,5,5,6,6,7,5,4,5,4,4,4,5,5,5,4,5,5,6,4,4,5,4,6,4,4,4,4,3,4,4,4,1,2,5,9,10,10,5,6,5,6,6,999,999
1,5,1,1,3,7,2,1,1,3,4,4,3,3,5,3,3,4,4,4,4,4,4,1,3,3,4,3,5,3,4,5,5,5,5,4,4,4,4,4,4,4,4,6,4,5,4,7,5,4,6,5,5,6,6,6,5,5,5,5,5,7,6,6,6,6,7,6,4,4,4,6,4,6,5,4,4,3,5,6,7,5,1,2,2,8,9,1,5,5,5,7,7,999,999
1,6,1,1,1,7,1,2,1,3,5,5,5,4,5,4,4,3,5,4,5,5,5,1,2,1,2,2,4,3,5,4,4,3,4,4,5,5,5,3,5,4,4,7,4,6,5,7,4,6,4,4,3,7,7,7,5,4,5,5,5,6,6,5,4,5,5,5,5,5,3,5,5,4,5,4,4,5,4,4,5,5,3,4,6,9,9,2,5,6,4,5,5,999,999
1,4,1,1,3,5,3,1,3,3,3,4,2,2,5,3,3,3,5,3,3,4,3,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,6,4,6,6,6,3,3,6,4,4,5,5,5,6,6,6,2,2,6,4,5,3,4,5,4,6,6,3,4,3,5,4,6,5,6,4,4,5,4,1,2,6,8,6,9,4,6,6,6,6,999,999
2,2,1,1,3,7,18,2,1,2,5,5,4,4,5,4,4,3,4,4,4,4,5,1,4,4,5,5,5,5,5,4,5,4,4,5,5,5,5,3,4,4,4,7,4,7,6,7,6,4,7,6,6,7,7,7,4,4,5,4,4,6,6,5,4,5,5,4,7,7,4,5,5,6,6,5,4,5,4,6,5,6,2,3,6,8,9,2,4,4,5,6,5,999,999
2,5,1,1,2,3,2,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,7,6,7,7,7,7,7,7,7,7,7,7,7,6,4,6,5,5,5,5,4,4,5,5,5,3,3,6,6,4,6,4,3,4,5,4,5,5,4,2,1,4,9,9,10,5,5,5,6,5,999,999
1,6,1,1,2,7,2,1,1,3,5,5,4,4,5,4,4,3,5,5,5,4,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,4,7,5,7,4,7,5,7,7,7,6,7,7,7,6,3,6,6,7,4,4,6,4,6,7,5,6,6,6,7,6,7,6,4,5,6,6,6,5,5,4,2,3,9,10,9,6,4,6,5,5,999,999
2,5,1,1,2,6,2,1,1,3,5,5,5,5,5,4,3,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,7,4,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,6,7,7,7,7,3,3,6,10,10,10,7,7,7,7,7,999,999
1,6,1,1,1,2,2,2,2,2,3,4,3,3,5,5,4,3,5,3,3,5,3,2,4,4,4,4,5,5,5,4,4,4,4,3,3,3,4,2,3,3,4,6,5,7,5,6,3,5,4,5,3,6,6,6,4,4,4,2,2,4,4,3,2,3,2,2,4,4,2,4,3,4,3,3,2,2,2,3,4,4,1,3,6,9,8,10,1,4,1,2,2,999,999
1,5,1,1,1,7,14,1,1,3,4,5,4,4,5,4,3,3,4,4,4,5,4,1,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,7,3,7,7,7,6,6,7,7,7,7,7,7,5,5,5,5,5,6,6,5,5,6,6,5,7,6,4,6,5,7,5,3,4,5,5,6,6,4,1,1,2,9,10,9,4,5,6,7,6,999,999
1,4,1,1,2,7,3,1,1,3,5,5,3,3,5,3,5,3,3,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,7,5,5,7,7,2,3,7,3,7,7,7,7,4,4,4,5,7,5,6,6,7,5,3,3,4,4,5,7,3,7,4,3,3,3,3,4,4,5,1,3,6,7,7,7,4,4,4,4,4,999,999
1,6,1,1,1,7,4,2,1,3,5,5,5,4,5,4,4,4,5,4,4,5,4,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,6,6,7,6,7,6,7,4,7,7,7,5,4,5,4,2,5,5,6,2,2,5,4,7,6,2,6,4,7,2,5,4,6,2,2,2,5,1,1,2,10,10,9,1,1,1,1,1,999,999
1,3,1,1,1,3,10,2,5,3,5,5,4,3,5,5,5,4,5,5,5,5,5,1,4,3,3,3,3,4,4,3,5,4,4,4,4,4,5,5,5,5,5,7,7,6,4,7,7,6,6,7,7,7,7,7,4,4,6,7,5,5,6,5,5,6,5,4,7,7,7,7,6,7,7,4,4,2,5,5,4,6,1,3,6,10,10,7,6,6,6,7,6,999,999
1,4,1,1,1,3,14,2,3,2,4,5,5,4,5,5,4,4,4,5,4,4,5,1,3,3,3,3,3,4,3,3,3,3,3,3,4,4,5,3,4,4,4,6,2,5,3,6,7,7,6,7,7,6,6,6,3,4,3,3,3,4,4,2,2,2,2,2,5,3,2,5,4,5,3,5,5,5,2,4,4,3,3,2,6,8,8,2,5,5,5,4,4,999,999
1,4,1,1,2,2,7,2,3,2,5,5,5,5,5,4,4,3,4,5,5,5,5,1,4,3,3,4,5,5,5,4,4,3,4,3,4,4,4,3,3,4,3,7,6,6,6,6,7,7,6,7,5,6,6,7,6,4,6,5,6,4,4,5,5,6,5,3,5,1,7,7,4,7,6,2,4,4,4,5,5,4,1,2,5,9,10,1,5,3,5,5,6,999,999
2,5,1,1,3,3,2,1,1,3,5,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,7,7,7,4,7,7,7,7,7,7,7,7,7,1,3,1,1,7,7,7,4,4,4,7,4,7,4,4,4,4,4,4,1,1,1,4,7,7,4,1,2,2,10,10,1,1,4,1,7,7,999,999
1,6,1,1,3,7,3,1,1,2,4,5,4,3,5,4,4,4,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,6,4,7,7,7,6,7,6,7,5,7,7,7,6,7,5,5,5,7,6,5,4,6,4,4,4,4,5,6,5,6,5,4,3,4,4,5,5,4,2,1,5,9,9,10,6,6,6,6,6,999,999
2,4,1,1,1,5,9,2,3,2,4,4,5,5,4,3,4,4,4,5,5,4,5,1,4,4,4,4,4,4,4,4,5,4,2,4,3,4,4,4,4,3,3,6,4,6,4,6,6,6,6,6,5,6,6,6,5,4,5,6,6,5,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,9,9,9,5,4,5,5,5,999,999
1,6,1,1,1,6,4,1,1,2,4,4,4,5,5,3,3,3,4,3,4,4,4,1,4,4,4,4,4,4,4,4,3,4,3,3,4,4,5,3,4,3,4,6,4,6,6,6,6,5,5,6,5,6,6,6,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,6,5,4,5,4,6,6,5,6,2,1,3,8,9,3,4,4,4,5,5,999,999
1,6,1,1,2,5,3,1,3,2,5,5,4,4,5,4,4,3,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,7,5,7,7,7,7,7,7,7,5,7,7,7,2,6,6,5,6,6,6,5,4,6,6,5,6,5,6,7,4,7,5,4,3,3,4,6,4,4,1,1,2,10,10,10,5,6,6,6,7,999,999
1,6,1,1,2,5,1,1,5,2,5,5,5,4,5,3,3,4,4,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,6,4,6,6,6,5,6,6,6,4,7,7,7,5,6,6,4,4,6,6,6,5,6,5,5,6,6,6,6,6,6,5,5,4,6,5,5,4,6,3,3,6,9,8,9,7,4,6,6,6,999,999
1,6,1,1,1,7,15,1,1,3,5,5,5,4,5,3,3,4,5,4,4,5,3,1,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,6,5,6,6,7,4,6,6,6,4,7,7,7,5,6,6,6,7,6,6,5,4,7,5,5,5,4,6,5,4,7,6,5,4,5,5,5,6,5,4,2,4,9,9,2,6,5,6,6,6,999,999
2,6,1,1,2,4,2,1,5,2,5,5,5,5,5,4,3,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,4,7,4,7,6,7,6,7,6,7,6,7,7,7,7,6,5,6,6,6,6,7,6,7,7,6,7,6,6,7,6,7,7,5,5,6,7,7,6,6,1,2,4,10,9,10,6,4,5,5,5,999,999
1,5,1,1,2,7,18,1,1,2,4,4,4,4,4,4,3,3,4,4,4,4,4,1,4,4,5,5,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,6,4,7,7,7,6,5,6,6,7,7,7,7,4,3,3,4,4,5,6,5,5,4,4,4,6,5,4,6,4,6,3,5,4,5,4,4,3,4,3,3,4,9,9,9,4,4,4,5,6,999,999
2,6,1,1,1,3,15,1,1,3,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,3,4,4,6,5,6,6,5,4,6,6,6,6,6,6,6,6,6,6,4,6,5,6,6,6,6,1,1,4,10,10,1,2,4,3,6,6,999,999
2,5,1,1,1,4,2,1,1,3,3,3,3,3,5,3,3,3,4,3,3,4,4,1,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,7,5,7,6,7,4,4,6,6,4,6,6,7,5,4,4,1,4,2,2,4,2,1,3,2,4,4,2,2,2,2,2,4,2,4,3,2,2,2,1,3,5,9,9,10,3,3,5,4,4,999,999
1,6,1,1,2,5,20,2,5,2,4,4,3,3,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,5,4,3,5,5,5,4,4,5,5,6,6,6,4,3,3,2,3,2,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,5,4,3,3,5,2,2,5,6,8,8,5,5,4,4,4,999,999
1,5,1,1,1,7,1,1,4,3,5,5,5,5,5,3,3,4,3,5,4,4,5,1,4,4,4,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,4,7,4,6,7,7,6,5,6,6,6,7,7,7,4,4,5,5,5,6,6,6,6,6,6,5,7,6,6,6,6,7,6,5,4,5,6,6,6,6,2,1,6,8,9,8,4,5,5,5,6,999,999
1,6,1,1,1,7,8,1,1,1,4,4,4,4,4,3,3,3,3,4,4,4,5,1,5,5,5,5,3,3,2,3,3,3,3,5,4,4,4,3,3,3,3,6,3,5,6,6,5,5,6,6,5,6,6,6,5,5,5,6,6,5,6,5,5,6,6,5,5,4,6,5,4,5,6,5,5,6,6,6,6,6,2,3,5,8,8,7,5,4,4,5,5,999,999
